date,year,month,precipitation_mmhr,precipitation_mmmonth,hours_in_month,month_name
2004-01,2004,1,0.04793852241165889,35.66626067427421,744,January
2004-02,2004,2,0.0020083301634024014,1.3977977937280714,696,February
2004-03,2004,3,0.003213077835236408,2.390529909415888,744,March
2004-04,2004,4,0.08749989316697226,62.99992308022003,720,April
2004-05,2004,5,0.045625058245902975,33.94504333495181,744,May
2004-06,2004,6,0.10453554113039801,75.26558961388656,720,June
2004-07,2004,7,0.11782688731134756,87.66320415964259,744,July
2004-08,2004,8,0.39404575127414787,293.170038947966,744,August
2004-09,2004,9,0.04114141818183676,29.621821090922467,720,September
2004-10,2004,10,0.11897655178490427,88.51855452796877,744,October
2004-11,2004,11,0.0004613361719470223,0.33216204380185604,720,November
2004-12,2004,12,0.0014765683764131647,1.0985668720513946,744,December
2005-01,2005,1,0.02647867982935298,19.700137793038618,744,January
2005-02,2005,2,0.08442424962345232,56.73309574695996,672,February
2005-03,2005,3,0.057095283935716265,42.4788912481729,744,March
2005-04,2005,4,0.011536335960187234,8.306161891334808,720,April
2005-05,2005,5,0.009707034181275961,7.222033430869315,744,May
2005-06,2005,6,0.07099031332061224,51.11302559084081,720,June
2005-07,2005,7,0.38141992736844793,283.77642596212524,744,July
2005-08,2005,8,0.11667532188158816,86.8064394799016,744,August
2005-09,2005,9,0.33850400265773317,243.72288191356787,720,September
2005-10,2005,10,0.00478659844027491,3.561229239564533,744,October
2005-11,2005,11,0.005019963864350488,3.614373982332351,720,November
2005-12,2005,12,0.0008692102467628107,0.6466924235915312,744,December
2006-01,2006,1,0.005429463989283074,4.039521208026607,744,January
2006-02,2006,2,0.00437141537860246,2.9375911344208534,672,February
2006-03,2006,3,0.0528658120869957,39.332164192724804,744,March
2006-04,2006,4,0.004310885196329552,3.1038373413572775,720,April
2006-05,2006,5,0.06320411797084985,47.02386377031229,744,May
2006-06,2006,6,0.0973795481011817,70.11327463285082,720,June
2006-07,2006,7,0.37083847202218867,275.9038231845084,744,July
2006-08,2006,8,0.09256673249826045,68.86964897870577,744,August
2006-09,2006,9,0.11711836484160791,84.3252226859577,720,September
2006-10,2006,10,0.02980795131521372,22.177115778519006,744,October
2006-11,2006,11,0.0005680425952241159,0.40899066856136346,720,November
2006-12,2006,12,0.006898442317183098,5.132441083984225,744,December
2007-01,2007,1,0.012803099721251442,9.525506192611074,744,January
2007-02,2007,2,0.14870061751417826,99.9268149695278,672,February
2007-03,2007,3,0.082724741800118,61.5472078992878,744,March
2007-04,2007,4,0.00474405266302456,3.415717917377683,720,April
2007-05,2007,5,0.0740984639459038,55.12925717575243,744,May
2007-06,2007,6,0.13214144960689805,95.1418437169666,720,June
2007-07,2007,7,0.3298516016242806,245.40959160846478,744,July
2007-08,2007,8,0.2860114927469466,212.79255060372827,744,August
2007-09,2007,9,0.12311973572506685,88.64620972204813,720,September
2007-10,2007,10,0.005084992838182113,3.783234671607492,744,October
2007-11,2007,11,0.0009501142779665761,0.6840822801359349,720,November
2007-12,2007,12,0.0028497143694348275,2.1201874908595117,744,December
2008-01,2008,1,0.006764315791086619,5.0326509485684445,744,January
2008-02,2008,2,0.004921151142771369,3.425121195368873,696,February
2008-03,2008,3,0.01220263779703736,9.078762520995795,744,March
2008-04,2008,4,0.04076718920130711,29.35237622494112,720,April
2008-05,2008,5,0.15926410398150706,118.49249336224125,744,May
2008-06,2008,6,0.2216891193934143,159.61616596325828,720,June
2008-07,2008,7,0.33485720398779173,249.13375976691705,744,July
2008-08,2008,8,0.3141941333123981,233.76043518442418,744,August
2008-09,2008,9,0.22048806399348472,158.751406075309,720,September
2008-10,2008,10,0.011491899468360763,8.549973204460407,744,October
2008-11,2008,11,0.00344918985032386,2.4834166922331793,720,November
2008-12,2008,12,0.0017473842214187905,1.30005386073558,744,December
2009-01,2009,1,0.007459821795422107,5.550107415794048,744,January
2009-02,2009,2,0.028410246452662054,19.0916856161889,672,February
2009-03,2009,3,0.014213053635841758,10.574511905066268,744,March
2009-04,2009,4,0.017224324539685382,12.401513668573475,720,April
2009-05,2009,5,0.04530702776538742,33.70842865744824,744,May
2009-06,2009,6,0.015329488360961829,11.037231619892516,720,June
2009-07,2009,7,0.1996847014966714,148.5654179135235,744,July
2009-08,2009,8,0.20718309078182795,154.14421954168,744,August
2009-09,2009,9,0.2216143924040751,159.56236253093408,720,September
2009-10,2009,10,0.03634463973282394,27.04041196122101,744,October
2009-11,2009,11,0.013976770933273243,10.063275071956735,720,November
2009-12,2009,12,0.003718872897062593,2.766841435414569,744,December
2010-01,2010,1,0.014711233798070954,10.94515794576479,744,January
2010-02,2010,2,0.03358051158803359,22.56610378715857,672,February
2010-03,2010,3,0.0024482078554393365,1.8214666444468663,744,March
2010-04,2010,4,0.00399393100871786,2.875630326276859,720,April
2010-05,2010,5,0.0061841342437574005,4.600995877355506,744,May
2010-06,2010,6,0.027193276738687357,19.579159251854897,720,June
2010-07,2010,7,0.4116876745825819,306.29562988944093,744,July
2010-08,2010,8,0.4364918523087994,324.74993811774675,744,August
2010-09,2010,9,0.4668265095498169,336.1150868758682,720,September
2010-10,2010,10,0.009039801191024046,6.72561208612189,744,October
2010-11,2010,11,0.037553462776528206,27.03849319910031,720,November
2010-12,2010,12,0.011430151451206367,8.504032679697538,744,December
2011-01,2011,1,0.008067938010320234,6.002545879678254,744,January
2011-02,2011,2,0.07168289596490555,48.17090608841653,672,February
2011-03,2011,3,0.01736884985299373,12.922424290627335,744,March
2011-04,2011,4,0.019207872091415678,13.829667905819289,720,April
2011-05,2011,5,0.05873725993214643,43.70052138951694,744,May
2011-06,2011,6,0.2115625663842551,152.32504779666368,720,June
2011-07,2011,7,0.24714443064377828,183.87545639897104,744,July
2011-08,2011,8,0.2803884741420774,208.6090247617056,744,August
2011-09,2011,9,0.25411565856890045,182.96327416960833,720,September
2011-10,2011,10,0.007505332400464953,5.583967305945925,744,October
2011-11,2011,11,2.6552133704952372e-05,0.019117536267565707,720,November
2011-12,2011,12,0.004165785860431866,3.0993446801613085,744,December
2012-01,2012,1,0.021731141294799833,16.167969123331076,744,January
2012-02,2012,2,0.0037588511936338443,2.6161604307691557,696,February
2012-03,2012,3,0.013882218993520419,10.328370931179192,744,March
2012-04,2012,4,0.03907712054858187,28.135526794978944,720,April
2012-05,2012,5,0.003594589584843528,2.6743746511235846,744,May
2012-06,2012,6,0.008264490852216538,5.950433413595907,720,June
2012-07,2012,7,0.19964090304998489,148.53283186918875,744,July
2012-08,2012,8,0.41005688521036454,305.08232259651123,744,August
2012-09,2012,9,0.167088289702139,120.30356858554008,720,September
2012-10,2012,10,0.010268703369323446,7.639915306776643,744,October
2012-11,2012,11,0.0016408990198356085,1.181447294281638,720,November
2012-12,2012,12,0.017903793597826123,13.320422436782636,744,December
2013-01,2013,1,0.06518837776918797,48.50015306027585,744,January
2013-02,2013,2,0.18296413140340712,122.95189630308958,672,February
2013-03,2013,3,0.01716920915850483,12.773891613927592,744,March
2013-04,2013,4,0.014541157222819082,10.469633200429739,720,April
2013-05,2013,5,0.0043211571167548575,3.214940894865614,744,May
2013-06,2013,6,0.17769193663950444,127.9381943804432,720,June
2013-07,2013,7,0.3471317303373687,258.26600737100233,744,July
2013-08,2013,8,0.37307116850099165,277.5649493647378,744,August
2013-09,2013,9,0.12050121204854844,86.76087267495488,720,September
2013-10,2013,10,0.0768612878478071,57.18479815876849,744,October
2013-11,2013,11,0.0039598986931270695,2.85112705905149,720,November
2013-12,2013,12,0.004722891859787585,3.513831543681963,744,December
2014-01,2014,1,0.05057980155979375,37.631372360486544,744,January
2014-02,2014,2,0.10097017970298913,67.8519607604087,672,February
2014-03,2014,3,0.06407202495010615,47.669586562878976,744,March
2014-04,2014,4,0.019934984537049352,14.353188866675534,720,April
2014-05,2014,5,0.03933546940950652,29.26558924067285,744,May
2014-06,2014,6,0.019343452456066463,13.927285768367854,720,June
2014-07,2014,7,0.14597035641134734,108.60194517004243,744,July
2014-08,2014,8,0.13760765955374793,102.38009870798847,744,August
2014-09,2014,9,0.11915762636015519,85.79349097931173,720,September
2014-10,2014,10,0.02629486019630912,19.563375986053988,744,October
2014-11,2014,11,0.00026722421235661194,0.1924014328967606,720,November
2014-12,2014,12,0.022096686030147934,16.439934406430062,744,December
2015-01,2015,1,0.05087814989891729,37.85334352479447,744,January
2015-02,2015,2,0.01821315749058067,12.23924183367021,672,February
2015-03,2015,3,0.16555708576278344,123.17447180751088,744,March
2015-04,2015,4,0.05988429761867106,43.11669428544317,720,April
2015-05,2015,5,0.013339806906465693,9.924816338410476,744,May
2015-06,2015,6,0.14886784377643314,107.18484751903186,720,June
2015-07,2015,7,0.33340989805460103,248.05696415262315,744,July
2015-08,2015,8,0.2624762052170173,195.28229668146088,744,August
2015-09,2015,9,0.07038301349977504,50.67576971983802,720,September
2015-10,2015,10,0.010901880810782583,8.110999323222241,744,October
2015-11,2015,11,0.003877844569898734,2.792048090327089,720,November
2015-12,2015,12,0.001658169735026617,1.233678282859803,744,December
2016-01,2016,1,0.005121682310084322,3.8105316387027353,744,January
2016-02,2016,2,0.009992952853796516,6.955095186242374,696,February
2016-03,2016,3,0.04714632914693466,35.076868885319385,744,March
2016-04,2016,4,0.0007645237806208825,0.5504571220470355,720,April
2016-05,2016,5,0.06085690314306604,45.27753593844113,744,May
2016-06,2016,6,0.06846653427315362,49.29590467667061,720,June
2016-07,2016,7,0.4156372922314584,309.23414542020504,744,July
2016-08,2016,8,0.20614036803484953,153.36843381792806,744,August
2016-09,2016,9,0.054254731710264945,39.06340683139076,720,September
2016-10,2016,10,0.020759206773925055,15.444849839800241,744,October
2016-11,2016,11,0.0,0.0,720,November
2016-12,2016,12,5.981655696429598e-07,0.0004450351838143621,744,December
2017-01,2017,1,0.07201439446913631,53.578709485037415,744,January
2017-02,2017,2,0.003998669144815721,2.6871056653161642,672,February
2017-03,2017,3,0.023176589801551583,17.243382812354376,744,March
2017-04,2017,4,0.018889030201506746,13.600101745084858,720,April
2017-05,2017,5,0.034623370948251395,25.759787985499038,744,May
2017-06,2017,6,0.19609506732359105,141.18844847298556,720,June
2017-07,2017,7,0.2029730567609838,151.01195423017194,744,July
2017-08,2017,8,0.14868609839214356,110.6224572037548,744,August
2017-09,2017,9,0.18591494950654608,133.85876364471318,720,September
2017-10,2017,10,0.012050039901980645,8.9652296870736,744,October
2017-11,2017,11,0.00023072344746002485,0.1661208821712179,720,November
2017-12,2017,12,0.005254372045487187,3.909252801842467,744,December
2018-01,2018,1,0.0117870869558273,8.769592695135511,744,January
2018-02,2018,2,0.0060625356282431155,4.074023942179374,672,February
2018-03,2018,3,0.0018899383530369478,1.4061141346594892,744,March
2018-04,2018,4,0.026429653204013682,19.02935030688985,720,April
2018-05,2018,5,0.015622600922130952,11.623215086065429,744,May
2018-06,2018,6,0.07385873784262838,53.17829124669243,720,June
2018-07,2018,7,0.407104719499289,302.885911307471,744,July
2018-08,2018,8,0.20552264838714318,152.90885040003454,744,August
2018-09,2018,9,0.2716866186181855,195.61436540509357,720,September
2018-10,2018,10,0.018352272758474217,13.654090932304817,744,October
2018-11,2018,11,0.005382652646527862,3.875509905500061,720,November
2018-12,2018,12,0.002138313759028134,1.5909054367169317,744,December
2019-01,2019,1,0.05777260049099624,42.9828147653012,744,January
2019-02,2019,2,0.055937530386510746,37.59002041973522,672,February
2019-03,2019,3,0.020389208392363897,15.16957104391874,744,March
2019-04,2019,4,0.022485218434491798,16.189357272834094,720,April
2019-05,2019,5,0.02502776298988446,18.62065566447404,744,May
2019-06,2019,6,0.01621545842653641,11.675130067106215,720,June
2019-07,2019,7,0.26780701248859257,199.24841729151288,744,July
2019-08,2019,8,0.21734611527242664,161.7055097626854,744,August
2019-09,2019,9,0.09577854209080594,68.96055030538028,720,September
2019-10,2019,10,0.03937691078654461,29.29642162518919,744,October
2019-11,2019,11,0.02961015499673136,21.31931159764658,720,November
2019-12,2019,12,0.036121706178969266,26.874549397153135,744,December
2020-01,2020,1,0.06101809963904061,45.397466131446215,744,January
2020-02,2020,2,0.03480671653007227,24.225474704930303,696,February
2020-03,2020,3,0.12168465828566086,90.53338576453167,744,March
2020-04,2020,4,0.020938710932967092,15.075871871736306,720,April
2020-05,2020,5,0.06659018229979738,49.54309563104925,744,May
2020-06,2020,6,0.053347621735433344,38.41028764951201,720,June
2020-07,2020,7,0.3172778484729548,236.05471926387838,744,July
2020-08,2020,8,0.23121484443228715,172.02384425762165,744,August
2020-09,2020,9,0.05025204256951923,36.181470650053846,720,September
2020-10,2020,10,0.01135096082852153,8.445114856420018,744,October
2020-11,2020,11,0.006101371543035474,4.392987510985541,720,November
2020-12,2020,12,0.0011584840414127977,0.8619121268111215,744,December
2021-01,2021,1,0.06163098549610311,45.853453209100714,744,January
2021-02,2021,2,0.010323157307205741,6.9371617104422585,672,February
2021-03,2021,3,0.0048244684441671685,3.5894045224603732,744,March
2021-04,2021,4,0.007628270524646784,5.4923547777456845,720,April
2021-05,2021,5,0.14853573167080172,110.51058436307649,744,May
2021-06,2021,6,0.06559994052197712,47.23195717582353,720,June
2021-07,2021,7,0.4456920770530659,331.59490532748106,744,July
2021-08,2021,8,0.2259212765697094,168.0854297678638,744,August
2021-09,2021,9,0.33301745877805616,239.77257032020043,720,September
2021-10,2021,10,0.13140513027695444,97.7654169260541,744,October
2021-11,2021,11,5.277621048552668e-08,3.799887154957921e-05,720,November
2021-12,2021,12,0.002392822595523958,1.7802600110698248,744,December
2022-01,2022,1,0.12199317195495626,90.76291993448746,744,January
2022-02,2022,2,0.044463504012897656,29.879474696667224,672,February
2022-03,2022,3,0.000126152242552606,0.09385726845913886,744,March
2022-04,2022,4,0.001312549417306844,0.9450355804609276,720,April
2022-05,2022,5,0.058051662429967406,43.19043684789575,744,May
2022-06,2022,6,0.0583386849835117,42.003853188128424,720,June
2022-07,2022,7,0.26921770209725987,200.29797036036135,744,July
2022-08,2022,8,0.08580424186201534,63.83835594533941,744,August
2022-09,2022,9,0.3394726640283699,244.42031810042633,720,September
2022-10,2022,10,0.14605052186989337,108.66158827120067,744,October
2022-11,2022,11,0.00015129535699001545,0.10893265703281113,720,November
2022-12,2022,12,0.0,0.0,744,December
2023-01,2023,1,0.03761761480252392,27.9875054130778,744,January
2023-02,2023,2,0.0031722124880269958,2.131726791954141,672,February
2023-03,2023,3,0.10668002099250434,79.36993561842323,744,March
2023-04,2023,4,0.03001533745881737,21.611042970348507,720,April
2023-05,2023,5,0.09166170657715433,68.19630969340282,744,May
2023-06,2023,6,0.14654141079292868,105.50981577090865,720,June
2023-07,2023,7,0.37879990078501574,281.82712618405174,744,July
2023-08,2023,8,0.17458073945174893,129.8880701521012,744,August
2023-09,2023,9,0.1465061433889891,105.48442324007215,720,September
2023-10,2023,10,0.025688014976829595,19.11188314276122,744,October
2023-11,2023,11,0.009393368059284181,6.76322500268461,720,November
2023-12,2023,12,0.000835778318050966,0.6218190686299188,744,December
